,FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent
1003,Marcin Prachnio,75.0,205.0,74.0,Orthodox,6,2,0,4,0,2745,1.0,0.0,0.0,157,267,491,343,569,0,3,74,262,96,120,97,109,226,434,40,56,1,1,4.0,0.0,0.0,452.0,190.0,409.0,227.0,446.0,6.0,13.0,116.0,322.0,46.0,54.0,28.0,33.0,153.0,354.0,27.0,39.0,10.0,16.0
1004,Marcin Tybura,75.0,249.0,78.0,Orthodox,16,10,0,6,0,12018,1.0,1.0,1.0,3411,724,1468,1322,2196,19,58,490,1162,130,187,104,119,490,1133,78,118,156,217,4.0,1.0,1.0,1846.0,678.0,1501.0,928.0,1800.0,7.0,34.0,467.0,1252.0,134.0,159.0,77.0,90.0,509.0,1277.0,129.0,173.0,40.0,51.0
1005,Marcio Alexandre Junior,72.0,185.0,75.0,Southpaw,3,0,0,3,0,2425,0.0,1.0,0.0,116,67,149,110,198,1,5,36,107,25,35,6,7,50,129,9,10,8,10,1.0,1.0,0.0,1020.0,120.0,206.0,230.0,331.0,5.0,18.0,64.0,138.0,24.0,35.0,32.0,33.0,78.0,144.0,8.0,17.0,34.0,45.0
1006,Marco Beltran,68.0,125.0,69.0,Orthodox,6,3,0,3,0,3881,1.0,1.0,1.0,500,134,357,212,444,3,6,76,273,29,46,29,38,79,270,29,39,26,48,1.0,8.0,0.0,1125.0,125.0,341.0,193.0,418.0,7.0,13.0,75.0,262.0,26.0,45.0,24.0,34.0,76.0,265.0,18.0,25.0,31.0,51.0
1007,Marco Polo Reyes,71.0,155.0,71.0,Orthodox,8,4,0,4,0,2639,5.0,0.0,0.0,239,264,708,302,747,0,1,166,565,66,100,32,43,215,634,23,39,26,35,2.0,0.0,0.0,422.0,243.0,603.0,301.0,667.0,8.0,15.0,189.0,529.0,33.0,51.0,21.0,23.0,168.0,495.0,37.0,53.0,38.0,55.0
1008,Marcos Mariano,73.0,155.0,76.0,Switch,2,0,0,2,0,1195,0.0,0.0,0.0,48,5,18,9,23,0,0,2,13,2,3,1,2,3,15,0,0,2,3,0.0,3.0,0.0,1015.0,42.0,74.0,140.0,180.0,5.0,7.0,39.0,69.0,1.0,3.0,2.0,2.0,3.0,9.0,0.0,0.0,39.0,65.0
1009,Marcos Rogerio de Lima,73.0,253.0,75.0,Orthodox,15,9,0,6,0,4867,6.0,4.0,1.0,2243,282,506,639,941,7,14,179,372,52,70,51,64,172,357,34,46,76,103,0.0,5.0,0.0,981.0,142.0,320.0,266.0,464.0,6.0,17.0,107.0,270.0,25.0,36.0,10.0,14.0,102.0,270.0,25.0,31.0,15.0,19.0
1010,Marcus Aurelio,70.0,155.0,74.0,Orthodox,6,2,0,4,0,3885,1.0,3.0,0.0,541,153,459,277,589,5,35,131,435,14,16,8,8,117,405,15,26,21,28,3.0,0.0,0.0,663.0,260.0,653.0,361.0,756.0,4.0,6.0,153.0,497.0,36.0,64.0,71.0,92.0,212.0,569.0,16.0,28.0,32.0,56.0
1011,Marcus Brimage,64.0,135.0,71.0,Southpaw,8,4,0,4,0,4824,2.0,0.0,0.0,108,319,896,351,934,3,3,175,654,83,158,61,84,299,853,18,36,2,7,4.0,0.0,0.0,493.0,293.0,676.0,339.0,726.0,6.0,30.0,217.0,574.0,51.0,65.0,25.0,37.0,249.0,621.0,23.0,28.0,21.0,27.0
1012,Marcus Davis,70.0,170.0,70.0,Southpaw,15,9,0,6,0,7861,6.0,12.0,0.0,1784,356,896,712,1277,14,29,232,728,65,98,59,70,242,733,67,94,47,69,3.0,6.0,4.0,1677.0,366.0,1067.0,591.0,1315.0,12.0,23.0,205.0,856.0,73.0,107.0,88.0,104.0,233.0,808.0,77.0,136.0,56.0,123.0
1013,Marcus LeVesseur,69.0,155.0,70.0,Southpaw,3,1,0,2,0,1621,0.0,1.0,0.0,886,69,107,128,174,7,19,19,47,10,12,40,48,16,42,49,59,4,6,1.0,7.0,1.0,317.0,100.0,161.0,158.0,224.0,1.0,6.0,23.0,62.0,57.0,79.0,20.0,20.0,7.0,41.0,65.0,88.0,28.0,32.0
1014,Maria Oliveira,65.0,115.0,69.0,Orthodox,3,1,0,2,0,2700,0.0,0.0,0.0,97,245,629,284,676,2,4,155,499,50,77,40,53,235,617,9,10,1,2,1.0,0.0,0.0,926.0,222.0,405.0,340.0,546.0,9.0,18.0,161.0,332.0,28.0,36.0,33.0,37.0,145.0,319.0,15.0,15.0,62.0,71.0
1015,Marina Rodriguez,66.0,115.0,65.0,Orthodox,10,6,0,4,0,9408,2.0,2.0,2.0,573,733,1576,891,1751,1,5,377,1092,194,269,162,215,522,1314,165,203,46,59,0.0,4.0,1.0,2542.0,479.0,1115.0,741.0,1415.0,16.0,46.0,305.0,850.0,115.0,169.0,59.0,96.0,297.0,860.0,73.0,109.0,109.0,146.0
1016,Mario Bautista,69.0,135.0,69.0,Switch,7,5,0,2,0,3200,1.0,4.0,1.0,756,299,596,417,726,8,12,191,452,66,92,42,52,213,491,59,72,27,33,2.0,2.0,0.0,328.0,209.0,463.0,248.0,506.0,5.0,15.0,128.0,358.0,38.0,55.0,43.0,50.0,169.0,414.0,28.0,32.0,12.0,17.0
1017,Mario Miranda,75.0,185.0,74.0,Orthodox,4,1,0,3,0,2636,1.0,0.0,2.0,631,86,159,253,380,3,5,54,116,13,20,19,23,26,68,17,25,43,66,2.0,1.0,0.0,1400.0,108.0,171.0,246.0,352.0,15.0,33.0,51.0,108.0,10.0,15.0,47.0,48.0,24.0,67.0,40.0,46.0,44.0,58.0
1018,Marion Reneau,66.0,135.0,68.0,Orthodox,13,5,0,8,0,10224,0.0,9.0,1.0,1202,546,1311,849,1664,7,11,366,1065,112,162,68,84,359,1026,106,157,81,128,1.0,1.0,2.0,2836.0,599.0,1493.0,913.0,1865.0,23.0,46.0,284.0,1051.0,192.0,276.0,123.0,166.0,421.0,1249.0,125.0,149.0,53.0,95.0
1019,Mariya Agapova,66.0,125.0,68.0,Southpaw,5,2,0,3,0,2159,2.0,3.0,1.0,289,199,347,347,511,2,2,129,256,56,73,14,18,133,267,31,39,35,41,0.0,4.0,1.0,905.0,129.0,283.0,176.0,350.0,7.0,14.0,78.0,202.0,29.0,42.0,22.0,39.0,80.0,217.0,15.0,20.0,34.0,46.0
1020,Mark Bocek,68.0,155.0,75.0,Orthodox,13,8,0,5,0,8885,0.0,13.0,3.0,4850,347,795,775,1254,36,98,212,630,74,96,61,69,105,417,107,136,135,242,1.0,9.0,4.0,1394.0,344.0,871.0,899.0,1452.0,11.0,16.0,237.0,728.0,66.0,96.0,41.0,47.0,181.0,630.0,103.0,143.0,60.0,98.0
1021,Mark Coleman,73.0,205.0,75.0,Orthodox,12,7,0,5,0,6702,0.0,8.0,0.0,959,243,438,501,731,25,50,220,412,17,19,6,7,47,138,37,49,159,251,3.0,7.0,3.0,587.0,234.0,388.0,499.0,662.0,2.0,8.0,158.0,302.0,28.0,34.0,48.0,52.0,132.0,252.0,47.0,66.0,55.0,70.0
1022,Mark De La Rosa,66.0,135.0,65.0,Orthodox,7,2,0,5,0,5003,0.0,1.0,0.0,578,261,736,323,809,3,22,159,587,52,77,50,72,220,668,26,50,15,18,2.0,2.0,2.0,1178.0,417.0,816.0,678.0,1114.0,6.0,10.0,282.0,632.0,50.0,74.0,85.0,110.0,294.0,655.0,56.0,69.0,67.0,92.0
1023,Mark Eddiva,68.0,145.0,68.0,Orthodox,4,1,0,3,0,2476,0.0,0.0,0.0,772,139,304,241,418,4,18,50,191,28,36,61,77,85,236,34,43,20,25,0.0,3.0,0.0,411.0,123.0,270.0,181.0,340.0,8.0,22.0,84.0,217.0,28.0,40.0,11.0,13.0,88.0,214.0,28.0,48.0,7.0,8.0
1024,Mark Godbeer,76.0,240.0,77.0,Orthodox,4,2,0,2,0,1874,0.0,0.0,1.0,292,124,230,189,302,0,2,65,154,42,54,17,22,88,184,22,30,14,16,0.0,3.0,1.0,585.0,103.0,225.0,169.0,301.0,5.0,7.0,75.0,187.0,22.0,30.0,6.0,8.0,60.0,170.0,14.0,22.0,29.0,33.0
1025,Mark Hominick,68.0,145.0,68.0,Orthodox,7,3,0,4,0,4707,3.0,1.0,0.0,359,294,690,424,842,2,3,211,574,64,90,19,26,248,628,13,16,33,46,4.0,2.0,0.0,1218.0,335.0,1023.0,455.0,1162.0,8.0,22.0,229.0,879.0,33.0,57.0,73.0,87.0,244.0,856.0,7.0,15.0,84.0,152.0
1026,Mark Hunt,70.0,265.0,72.0,Orthodox,18,8,0,9,1,12054,9.0,1.0,1.0,1185,479,1105,742,1394,7,13,378,960,51,83,50,62,405,1010,34,44,40,51,5.0,4.0,1.0,2945.0,667.0,1309.0,1182.0,1906.0,26.0,76.0,482.0,1073.0,110.0,140.0,75.0,96.0,428.0,990.0,54.0,84.0,185.0,235.0
1027,Mark Madsen,68.0,155.0,72.0,Orthodox,5,4,0,1,0,3497,0.0,0.0,0.0,920,189,396,252,474,12,18,144,346,21,25,24,25,128,317,25,31,36,48,1.0,2.0,0.0,619.0,214.0,460.0,278.0,532.0,3.0,8.0,104.0,319.0,39.0,64.0,71.0,77.0,179.0,414.0,23.0,29.0,12.0,17.0
1028,Mark Munoz,72.0,185.0,71.0,Orthodox,15,9,0,6,0,7831,2.0,5.0,3.0,2575,394,782,573,985,28,93,231,586,114,134,49,62,124,355,98,162,172,265,5.0,17.0,2.0,1686.0,307.0,706.0,646.0,1066.0,16.0,37.0,186.0,554.0,82.0,109.0,39.0,43.0,161.0,484.0,91.0,144.0,55.0,78.0
1029,Mark Striegl,68.0,135.0,70.0,Southpaw,2,0,0,2,0,472,0.0,0.0,0.0,82,11,24,37,51,0,3,5,16,1,3,5,5,10,21,0,1,1,2,1.0,0.0,0.0,228.0,32.0,54.0,63.0,87.0,1.0,3.0,29.0,49.0,2.0,3.0,1.0,2.0,10.0,26.0,7.0,7.0,15.0,21.0
1030,Markus Perez,73.0,185.0,73.0,Orthodox,7,2,0,5,0,4437,0.0,5.0,0.0,754,192,406,260,481,4,16,94,279,80,105,18,22,126,313,57,80,9,13,1.0,0.0,0.0,1718.0,275.0,584.0,394.0,721.0,5.0,22.0,181.0,449.0,63.0,87.0,31.0,48.0,149.0,402.0,68.0,101.0,58.0,81.0
1031,Marlon Moraes,66.0,135.0,67.0,Orthodox,11,5,0,6,0,5169,5.0,2.0,0.0,364,290,714,305,730,5,12,189,566,46,70,55,78,267,684,4,6,19,24,4.0,1.0,1.0,589.0,390.0,851.0,589.0,1074.0,7.0,13.0,275.0,684.0,70.0,107.0,45.0,60.0,264.0,692.0,24.0,30.0,102.0,129.0
1032,Marlon Vera,68.0,135.0,70.0,Switch,20,14,0,6,0,14621,12.0,17.0,1.0,1813,1042,2046,1230,2268,11,26,552,1377,243,373,247,296,765,1661,126,160,151,225,0.0,0.0,2.0,3246.0,1222.0,2509.0,1566.0,2892.0,19.0,61.0,763.0,1881.0,278.0,399.0,181.0,229.0,972.0,2161.0,105.0,155.0,145.0,193.0
1033,Martin Bravo,68.0,145.0,71.0,Southpaw,4,1,0,3,0,1732,1.0,0.0,0.0,261,221,559,267,608,5,14,161,459,45,72,15,28,204,525,10,21,7,13,2.0,0.0,0.0,80.0,165.0,339.0,173.0,347.0,1.0,7.0,110.0,272.0,45.0,57.0,10.0,10.0,154.0,314.0,7.0,15.0,4.0,10.0
1034,Martin Buday,76.0,265.0,77.0,Orthodox,2,2,0,0,0,1598,1.0,0.0,0.0,470,122,271,197,360,0,0,80,225,28,32,14,14,88,231,30,33,4,7,0.0,0.0,0.0,17.0,141.0,325.0,168.0,353.0,0.0,0.0,61.0,220.0,57.0,77.0,23.0,28.0,132.0,311.0,9.0,14.0,0.0,0.0
1035,Martin Day,70.0,145.0,73.0,Orthodox,4,0,0,4,0,2833,2.0,2.0,2.0,251,179,384,236,451,2,3,109,280,56,85,14,19,157,354,4,5,18,25,2.0,4.0,0.0,1269.0,195.0,406.0,297.0,526.0,7.0,20.0,130.0,321.0,34.0,50.0,31.0,35.0,144.0,333.0,8.0,14.0,43.0,59.0
1036,Martin Kampmann,72.0,170.0,72.0,Orthodox,17,11,0,6,0,9206,5.0,21.0,3.0,2717,494,1166,679,1372,19,46,390,1030,87,113,17,23,299,872,110,175,85,119,6.0,7.0,2.0,1656.0,504.0,1328.0,689.0,1536.0,14.0,65.0,355.0,1122.0,96.0,134.0,53.0,72.0,372.0,1089.0,104.0,189.0,28.0,50.0
1037,Martin Sano,71.0,170.0,75.0,Orthodox,1,0,0,1,0,15,0.0,0.0,0.0,0,1,3,1,3,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0
1038,Marvin Eastman,69.0,185.0,73.0,Orthodox,5,1,0,4,0,1897,0.0,0.0,0.0,297,69,199,116,246,2,7,31,156,20,21,18,22,20,134,49,65,0,0,4.0,0.0,0.0,405.0,124.0,214.0,161.0,251.0,2.0,11.0,66.0,151.0,41.0,45.0,17.0,18.0,25.0,95.0,91.0,109.0,8.0,10.0
1039,Marvin Vettori,72.0,205.0,74.0,Southpaw,13,8,0,5,0,12827,1.0,8.0,1.0,3249,897,2013,1324,2530,27,61,719,1804,109,131,69,78,734,1777,67,104,96,132,0.0,0.0,2.0,805.0,765.0,1887.0,990.0,2132.0,9.0,35.0,425.0,1431.0,155.0,223.0,185.0,233.0,707.0,1797.0,44.0,67.0,14.0,23.0
1040,Maryna Moroz,67.0,125.0,67.0,Orthodox,10,6,0,4,0,7797,0.0,6.0,0.0,1395,544,1720,696,1911,6,27,328,1399,160,251,56,70,450,1574,33,65,61,81,1.0,2.0,1.0,1306.0,567.0,1221.0,803.0,1484.0,10.0,19.0,328.0,907.0,122.0,163.0,117.0,151.0,466.0,1089.0,73.0,90.0,28.0,42.0
1041,Masanori Kanehara,67.0,135.0,67.0,Orthodox,3,1,0,2,0,2229,0.0,3.0,1.0,1084,71,130,315,383,4,6,45,97,21,27,5,6,46,99,12,17,13,14,0.0,4.0,1.0,367.0,53.0,159.0,65.0,171.0,4.0,11.0,32.0,123.0,7.0,19.0,14.0,17.0,46.0,149.0,7.0,10.0,0.0,0.0
1042,Masio Fullen,70.0,145.0,70.0,Orthodox,3,1,0,2,0,1901,0.0,0.0,0.0,103,78,243,100,269,1,3,49,203,19,28,10,12,59,201,17,38,2,4,0.0,2.0,0.0,381.0,111.0,243.0,120.0,255.0,4.0,13.0,61.0,165.0,28.0,46.0,22.0,32.0,84.0,197.0,25.0,44.0,2.0,2.0
1043,Mason Jones,70.0,155.0,74.0,Orthodox,4,1,0,2,1,3134,0.0,0.0,0.0,950,293,660,383,761,11,24,196,535,74,101,23,24,205,527,51,79,37,54,1.0,0.0,0.0,464.0,258.0,479.0,316.0,547.0,3.0,15.0,176.0,366.0,65.0,93.0,17.0,20.0,205.0,409.0,37.0,49.0,16.0,21.0
1044,Mateusz Gamrot,70.0,155.0,70.0,Southpaw,5,4,0,1,0,3353,1.0,1.0,0.0,668,198,386,250,450,18,51,143,318,28,39,27,29,163,339,14,15,21,32,2.0,0.0,0.0,103.0,178.0,482.0,202.0,511.0,1.0,10.0,78.0,333.0,65.0,101.0,35.0,48.0,168.0,465.0,4.0,9.0,6.0,8.0
1045,Matheus Nicolau,66.0,125.0,66.0,Orthodox,8,7,0,1,0,5940,8.0,6.0,0.0,1073,368,684,538,882,10,22,192,449,128,176,48,59,318,612,4,5,46,67,2.0,0.0,0.0,276.0,305.0,928.0,410.0,1046.0,1.0,15.0,178.0,730.0,62.0,118.0,65.0,80.0,275.0,880.0,13.0,18.0,17.0,30.0
1046,Matt Arroyo,70.0,170.0,72.0,Orthodox,3,1,0,2,0,1702,0.0,10.0,0.0,313,46,97,201,263,4,11,32,79,7,10,7,8,18,56,9,21,19,20,0.0,1.0,2.0,1063.0,57.0,138.0,103.0,208.0,0.0,2.0,45.0,122.0,10.0,14.0,2.0,2.0,14.0,34.0,9.0,12.0,34.0,92.0
1047,Matt Bessette,70.0,145.0,70.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,1.0,92,100,287,143,335,0,3,69,234,27,46,4,7,86,268,12,17,2,2,0.0,1.0,1.0,707.0,129.0,297.0,188.0,363.0,7.0,16.0,69.0,224.0,32.0,40.0,28.0,33.0,89.0,234.0,16.0,25.0,24.0,38.0
1048,Matt Brown,72.0,170.0,75.0,Orthodox,29,16,0,13,0,16345,10.0,24.0,4.0,3557,1028,1859,1454,2343,31,66,629,1352,307,379,92,128,576,1287,275,335,177,237,8.0,19.0,7.0,5516.0,800.0,1769.0,1387.0,2428.0,42.0,118.0,562.0,1450.0,121.0,177.0,117.0,142.0,558.0,1409.0,106.0,171.0,136.0,189.0
1049,Matt Dwyer,76.0,170.0,76.0,Orthodox,4,1,0,3,0,2057,2.0,0.0,0.0,194,88,257,97,266,1,10,49,191,13,33,26,33,65,218,18,29,5,10,3.0,1.0,0.0,384.0,111.0,244.0,136.0,270.0,2.0,5.0,67.0,178.0,21.0,32.0,23.0,34.0,69.0,178.0,30.0,44.0,12.0,22.0
1050,Matt Frevola,69.0,155.0,71.0,Orthodox,8,4,0,4,0,4012,5.0,3.0,3.0,593,241,578,309,656,10,28,167,455,39,83,35,40,164,463,25,46,52,69,5.0,4.0,4.0,663.0,245.0,607.0,330.0,718.0,12.0,20.0,176.0,507.0,48.0,75.0,21.0,25.0,205.0,534.0,20.0,44.0,20.0,29.0
1051,Matt Grice,68.0,145.0,70.0,Orthodox,7,2,0,5,0,3699,3.0,2.0,0.0,1842,252,472,480,720,9,24,196,394,33,44,23,34,68,173,59,100,125,199,3.0,14.0,1.0,655.0,166.0,378.0,315.0,546.0,3.0,17.0,120.0,307.0,23.0,40.0,23.0,31.0,67.0,231.0,49.0,80.0,50.0,67.0
1052,Matt Hamill,73.0,205.0,76.0,Orthodox,15,10,0,5,0,9291,1.0,0.0,0.0,2164,571,1346,931,1772,31,91,467,1201,23,34,81,111,388,1082,55,90,128,174,4.0,1.0,0.0,232.0,589.0,1526.0,718.0,1673.0,1.0,12.0,343.0,1209.0,110.0,155.0,136.0,162.0,463.0,1299.0,69.0,128.0,57.0,99.0
1053,Matt Hobar,70.0,135.0,70.0,Southpaw,3,1,0,2,0,1967,1.0,0.0,0.0,1051,106,251,181,341,8,18,75,205,20,32,11,14,37,144,27,34,42,73,0.0,3.0,0.0,126.0,140.0,297.0,353.0,545.0,2.0,4.0,115.0,264.0,19.0,27.0,6.0,6.0,84.0,226.0,30.0,36.0,26.0,35.0
1054,Matt Hughes,69.0,170.0,73.0,Switch,25,18,0,7,0,13392,3.0,16.0,4.0,7068,531,965,956,1405,47,92,364,785,117,125,50,55,153,425,46,61,332,479,7.0,20.0,7.0,1779.0,286.0,628.0,803.0,1163.0,11.0,17.0,196.0,503.0,63.0,87.0,27.0,38.0,138.0,430.0,49.0,62.0,99.0,136.0
1055,Matt Lindland,72.0,185.0,74.0,Southpaw,12,9,0,3,0,7017,0.0,9.0,5.0,4644,288,554,1009,1334,27,54,190,436,40,49,58,69,40,172,105,148,143,234,3.0,5.0,4.0,864.0,153.0,309.0,338.0,501.0,6.0,17.0,75.0,221.0,51.0,56.0,27.0,32.0,56.0,158.0,54.0,85.0,43.0,66.0
1056,Matt Mitrione,75.0,265.0,82.0,Switch,14,9,0,5,0,5286,9.0,4.0,0.0,387,313,625,360,679,0,2,225,522,28,37,60,66,235,517,30,53,48,55,1.0,3.0,1.0,1442.0,246.0,695.0,343.0,811.0,13.0,29.0,163.0,560.0,45.0,83.0,38.0,52.0,162.0,580.0,33.0,45.0,51.0,70.0
1057,Matt Sayles,67.0,155.0,68.0,Orthodox,4,1,0,3,0,2381,0.0,2.0,1.0,308,167,420,204,461,1,4,88,315,46,61,33,44,128,361,13,20,26,39,0.0,8.0,0.0,638.0,114.0,292.0,155.0,345.0,4.0,21.0,58.0,213.0,50.0,71.0,6.0,8.0,96.0,266.0,12.0,19.0,6.0,7.0
1058,Matt Schnell,68.0,125.0,70.0,Orthodox,11,5,0,5,1,5167,1.0,5.0,0.0,104,358,941,465,1052,2,6,245,778,53,86,60,77,327,891,27,42,4,8,4.0,2.0,0.0,612.0,368.0,878.0,449.0,962.0,8.0,15.0,259.0,727.0,43.0,61.0,66.0,90.0,282.0,775.0,29.0,39.0,57.0,64.0
1059,Matt Serra,66.0,170.0,68.0,Orthodox,14,7,0,7,0,10102,5.0,10.0,5.0,3459,333,837,664,1202,23,110,171,632,112,147,50,58,198,611,59,84,76,142,2.0,5.0,6.0,2122.0,444.0,830.0,1001.0,1411.0,19.0,31.0,286.0,658.0,125.0,134.0,33.0,38.0,255.0,562.0,91.0,111.0,98.0,157.0
1060,Matt Wiman,70.0,155.0,68.0,Orthodox,18,10,0,8,0,10545,1.0,18.0,6.0,3630,557,1112,860,1469,25,66,386,891,69,94,102,127,247,612,139,207,171,293,3.0,11.0,5.0,3595.0,627.0,1282.0,1269.0,2039.0,18.0,41.0,457.0,1067.0,123.0,152.0,47.0,63.0,263.0,717.0,193.0,292.0,171.0,273.0
1061,Matthew Lopez,67.0,135.0,69.0,Southpaw,6,2,0,4,0,4068,0.0,6.0,2.0,1028,212,416,285,494,15,25,141,322,48,69,23,25,150,334,7,11,55,71,2.0,2.0,0.0,625.0,253.0,567.0,382.0,707.0,4.0,14.0,152.0,432.0,38.0,61.0,63.0,74.0,201.0,497.0,18.0,24.0,34.0,46.0
1062,Matthew Riddle,73.0,170.0,76.0,Southpaw,12,7,0,3,2,10014,0.0,6.0,1.0,4945,503,1186,1350,2134,39,78,249,860,147,196,107,130,172,712,153,209,178,265,1.0,5.0,4.0,1224.0,458.0,1017.0,794.0,1379.0,3.0,28.0,294.0,794.0,81.0,124.0,83.0,99.0,287.0,751.0,93.0,143.0,78.0,123.0
1063,Matthew Semelsberger,73.0,170.0,75.0,Switch,7,5,0,2,0,4531,7.0,1.0,0.0,880,347,811,390,860,7,9,223,636,60,98,64,77,280,701,26,34,41,76,0.0,3.0,2.0,581.0,345.0,796.0,488.0,963.0,5.0,13.0,244.0,670.0,48.0,68.0,53.0,58.0,326.0,767.0,14.0,21.0,5.0,8.0
1064,Maurice Greene,79.0,258.0,80.0,Orthodox,8,4,0,4,0,4057,2.0,2.0,0.0,109,222,492,309,590,0,0,109,332,38,62,75,98,194,449,25,35,3,8,3.0,3.0,0.0,1761.0,244.0,451.0,452.0,724.0,8.0,11.0,154.0,329.0,38.0,52.0,52.0,70.0,163.0,337.0,12.0,17.0,69.0,97.0
1065,Mauricio Rua,73.0,205.0,76.0,Orthodox,23,11,0,12,0,15645,14.0,4.0,0.0,3686,871,1692,1316,2188,27,63,523,1237,137,190,211,265,604,1291,130,184,137,217,5.0,10.0,5.0,2928.0,896.0,1879.0,1399.0,2431.0,34.0,63.0,600.0,1494.0,203.0,259.0,93.0,126.0,592.0,1431.0,143.0,219.0,161.0,229.0
1066,Max Griffin,71.0,170.0,76.0,Orthodox,14,7,0,7,0,10655,8.0,4.0,3.0,1855,751,1494,921,1689,19,38,483,1138,155,230,113,126,622,1294,77,115,52,85,1.0,0.0,0.0,1747.0,687.0,1632.0,1033.0,2028.0,13.0,45.0,435.0,1269.0,146.0,236.0,106.0,127.0,553.0,1444.0,106.0,145.0,28.0,43.0
1067,Max Holloway,71.0,145.0,69.0,Orthodox,26,19,0,7,0,24647,8.0,9.0,0.0,1502,2975,6324,3217,6595,8,15,2040,5074,681,916,254,334,2563,5773,243,319,169,232,0.0,3.0,2.0,2321.0,2010.0,4926.0,2111.0,5047.0,24.0,150.0,1262.0,3832.0,272.0,499.0,476.0,595.0,1854.0,4669.0,121.0,191.0,35.0,66.0
1068,Max Rohskopf,73.0,155.0,71.0,Orthodox,1,0,0,1,0,600,0.0,1.0,0.0,67,17,54,17,55,2,6,9,44,1,1,7,9,17,54,0,0,0,0,0.0,0.0,0.0,0.0,58.0,101.0,59.0,102.0,0.0,0.0,28.0,54.0,15.0,30.0,15.0,17.0,55.0,96.0,3.0,5.0,0.0,0.0
1069,Maxim Grishin,75.0,205.0,78.0,Orthodox,4,2,0,2,0,3298,2.0,0.0,0.0,380,187,353,288,481,1,3,76,223,39,52,72,78,157,297,12,20,18,36,0.0,0.0,0.0,929.0,114.0,280.0,193.0,383.0,7.0,21.0,54.0,178.0,21.0,42.0,39.0,60.0,93.0,250.0,16.0,25.0,5.0,5.0
1070,Maximo Blanco,68.0,145.0,71.0,Orthodox,9,4,0,5,0,4778,2.0,2.0,2.0,783,331,742,459,885,11,30,248,611,44,80,39,51,276,639,51,92,4,11,2.0,4.0,0.0,782.0,261.0,740.0,327.0,808.0,3.0,15.0,178.0,603.0,51.0,85.0,32.0,52.0,193.0,613.0,58.0,109.0,10.0,18.0
1071,Maycee Barber,65.0,125.0,65.0,Switch,8,6,0,2,0,5586,0.0,1.0,4.0,1245,362,729,453,841,6,20,255,599,77,95,30,35,154,464,162,203,46,62,1.0,1.0,3.0,1976.0,231.0,539.0,509.0,878.0,4.0,10.0,133.0,407.0,62.0,84.0,36.0,48.0,146.0,426.0,74.0,97.0,11.0,16.0
1072,Mayra Bueno Silva,66.0,125.0,66.0,Orthodox,7,4,0,3,0,4121,0.0,6.0,0.0,176,292,532,402,646,0,1,146,333,83,105,63,94,223,440,54,66,15,26,0.0,0.0,0.0,1527.0,347.0,844.0,514.0,1042.0,11.0,33.0,199.0,638.0,114.0,157.0,34.0,49.0,275.0,737.0,23.0,36.0,49.0,71.0
1073,Megan Anderson,72.0,145.0,72.0,Orthodox,6,3,0,3,0,1736,1.0,1.0,2.0,219,51,110,112,175,1,4,35,87,15,22,1,1,31,81,10,15,10,14,0.0,4.0,1.0,1014.0,97.0,154.0,236.0,312.0,6.0,13.0,58.0,101.0,16.0,24.0,23.0,29.0,36.0,80.0,20.0,24.0,41.0,50.0
1074,Melissa Gatto,65.0,125.0,69.0,Orthodox,3,2,0,1,0,2145,1.0,1.0,3.0,488,117,228,209,334,4,12,78,171,17,28,22,29,103,208,8,13,6,7,0.0,1.0,4.0,986.0,93.0,202.0,161.0,280.0,3.0,10.0,49.0,146.0,23.0,34.0,21.0,22.0,57.0,154.0,7.0,8.0,29.0,40.0
1075,Melsik Baghdasaryan,69.0,145.0,70.0,Southpaw,2,2,0,0,0,1310,1.0,0.0,0.0,81,119,199,128,208,0,0,54,115,37,47,28,37,100,179,17,17,2,3,0.0,0.0,0.0,63.0,71.0,154.0,75.0,161.0,1.0,5.0,41.0,104.0,22.0,39.0,8.0,11.0,60.0,139.0,11.0,15.0,0.0,0.0
